aircraft_id,time_id,total_flight_hours,total_flight_cycles
XY-FZQ,59,4.0,1
XY-FZQ,60,3.0,1
XY-FZQ,61,2.0,1
XY-FZQ,62,1.0,1
XY-FZQ,63,4.0,2
XY-FZQ,64,5.0,2
XY-FZQ,65,4.0,2
XY-FZQ,66,2.0,1
XY-FZQ,67,4.0,1
XY-FZQ,68,5.0,1
XY-FZQ,69,3.0,1
XY-FZQ,70,5.0,1
XY-FZQ,71,5.0,2
XY-FZQ,72,1.0,1
XY-FZQ,73,5.0,1
XY-FZQ,74,7.0,3
XY-FZQ,75,5.0,1
XY-FZQ,76,1.0,1
XY-FZQ,77,7.0,2
XY-FZQ,80,3.0,2
XY-FZQ,81,4.0,1
XY-FZQ,82,3.0,1
XY-FZQ,85,1.0,1
XY-FZQ,87,1.0,1
XY-FZQ,88,5.0,1
XY-FZQ,89,2.0,2
XY-FZQ,91,5.0,1
XY-FZQ,92,4.0,1
XY-FZQ,95,5.0,1
XY-FZQ,96,3.0,1
XY-FZQ,97,4.0,2
XY-FZQ,98,8.0,4
XY-FZQ,99,4.0,2
XY-FZQ,100,2.0,1
XY-FZQ,101,1.0,1
XY-FZQ,102,4.0,1
XY-FZQ,103,5.0,2
XY-FZQ,104,6.0,2
XY-FZQ,105,7.0,2
XY-FZQ,107,8.0,3
XY-FZQ,108,2.0,1
XY-FZQ,110,3.0,2
XY-FZQ,111,2.0,2
XY-FZQ,113,5.0,2
XY-FZQ,114,5.0,3
XY-FZQ,116,2.0,1
XY-FZQ,117,8.0,2
XY-FZQ,118,3.0,1
XY-FZQ,119,3.0,2
XY-FZQ,120,3.0,2
XY-FZQ,121,7.0,2
XY-FZQ,122,4.0,2
XY-FZQ,123,7.0,3
XY-FZQ,124,4.0,1
XY-FZQ,125,1.0,1
XY-FZQ,127,6.0,2
XY-FZQ,128,5.0,2
XY-FZQ,129,9.0,3
XY-FZQ,131,2.0,1
XY-FZQ,133,5.0,2
XY-FZQ,134,4.0,1
XY-FZQ,135,10.0,3
XY-FZQ,136,4.0,2
XY-FZQ,137,4.0,2
XY-FZQ,138,2.0,2
XY-FZQ,139,1.0,1
XY-FZQ,140,4.0,4
XY-FZQ,141,1.0,1
XY-FZQ,142,3.0,1
XY-FZQ,143,1.0,1
XY-FZQ,144,2.0,2
XY-FZQ,145,6.0,2
XY-FZQ,146,1.0,1
XY-FZQ,147,5.0,2
XY-FZQ,149,8.0,2
XY-FZQ,150,3.0,2
XY-FZQ,151,5.0,1
XY-FZQ,152,4.0,1
XY-FZQ,153,4.0,1
XY-FZQ,154,2.0,1
XY-FZQ,155,1.0,1
XY-FZQ,156,6.0,2
XY-FZQ,157,4.0,2
XY-FZQ,159,2.0,1
XY-FZQ,160,7.0,2
XY-FZQ,161,1.0,1
XY-FZQ,163,8.0,2
XY-FZQ,165,9.0,3
XY-FZQ,166,6.0,2
XY-FZQ,167,7.0,2
XY-FZQ,168,2.0,1
XY-FZQ,169,7.0,2
XY-FZQ,170,5.0,1
XY-FZQ,171,4.0,2
XY-FZQ,172,1.0,1
XY-FZQ,173,4.0,1
XY-FZQ,174,6.0,3
XY-FZQ,175,2.0,1
XY-FZQ,176,6.0,2
XY-FZQ,177,2.0,1
XY-FZQ,178,7.0,2
XY-FZQ,179,4.0,1
XY-FZQ,180,4.0,2
XY-FZQ,182,5.0,2
XY-FZQ,183,5.0,2
XY-FZQ,184,8.0,3
XY-FZQ,185,10.0,5
XY-FZQ,186,4.0,2
XY-FZQ,187,6.0,3
XY-FZQ,190,14.0,4
XY-FZQ,191,3.0,1
XY-FZQ,192,3.0,1
XY-FZQ,193,4.0,2
XY-FZQ,194,1.0,1
XY-FZQ,195,5.0,2
XY-FZQ,196,4.0,4
XY-FZQ,197,8.0,2
XY-FZQ,198,2.0,2
XY-FZQ,199,7.0,3
XY-FZQ,200,7.0,2
XY-FZQ,201,2.0,2
XY-FZQ,202,5.0,2
XY-FZQ,203,8.0,2
XY-FZQ,205,2.0,1
XY-FZQ,206,7.0,2
XY-FZQ,207,7.0,3
XY-FZQ,208,2.0,1
XY-FZQ,209,3.0,1
XY-FZQ,210,2.0,1
XY-FZQ,211,5.0,1
XY-FZQ,212,1.0,1
XY-FZQ,213,1.0,1
XY-FZQ,214,5.0,1
XY-FZQ,215,4.0,1
XY-FZQ,216,6.0,2
XY-FZQ,218,6.0,2
XY-FZQ,219,3.0,1
XY-FZQ,220,1.0,1
XY-FZQ,221,5.0,1
XY-FZQ,222,5.0,1
XY-FZQ,223,5.0,1
XY-FZQ,225,4.0,2
XY-FZQ,226,4.0,2
XY-FZQ,227,4.0,1
XY-FZQ,229,9.0,4
XY-FZQ,230,3.0,2
XY-FZQ,231,4.0,1
XY-FZQ,232,4.0,2
XY-FZQ,233,1.0,1
XY-FZQ,234,1.0,1
XY-FZQ,237,4.0,2
XY-FZQ,238,3.0,1
XY-FZQ,240,5.0,1
XY-FZQ,241,1.0,1
XY-FZQ,242,4.0,1
XY-FZQ,243,5.0,1
XY-FZQ,244,5.0,2
XY-FZQ,246,4.0,1
XY-FZQ,247,8.0,2
XY-FZQ,248,5.0,2
XY-FZQ,249,6.0,2
XY-FZQ,250,7.0,2
XY-FZQ,251,8.0,3
XY-FZQ,252,8.0,2
XY-FZQ,254,1.0,1
XY-FZQ,255,3.0,1
XY-FZQ,256,8.0,3
XY-FZQ,257,3.0,2
XY-FZQ,259,3.0,1
XY-FZQ,260,3.0,2
XY-FZQ,261,4.0,1
XY-FZQ,262,3.0,1
XY-FZQ,264,1.0,1
XY-FZQ,266,5.0,3
XY-FZQ,267,1.0,1
XY-FZQ,268,8.0,3
XY-FZQ,269,3.0,1
XY-FZQ,270,4.0,1
XY-FZQ,271,4.0,2
XY-FZQ,272,6.0,2
XY-FZQ,273,3.0,1
XY-FZQ,274,3.0,2
XY-FZQ,275,1.0,1
XY-FZQ,276,5.0,4
XY-FZQ,277,7.0,3
XY-FZQ,278,2.0,1
XY-FZQ,279,1.0,1
XY-FZQ,280,7.0,3
XY-FZQ,281,6.0,3
XY-FZQ,282,4.0,2
XY-FZQ,283,2.0,1
XY-FZQ,284,4.0,2
XY-FZQ,285,5.0,1
XY-FZQ,286,2.0,1
XY-FZQ,289,5.0,2
XY-FZQ,291,5.0,1
XY-FZQ,292,8.0,3
XY-FZQ,293,3.0,2
XY-FZQ,295,9.0,2
XY-FZQ,297,4.0,1
XY-FZQ,298,2.0,1
XY-FZQ,300,1.0,1
XY-FZQ,301,6.0,3
XY-FZQ,302,1.0,1
XY-FZQ,303,4.0,2
XY-FZQ,304,6.0,2
XY-FZQ,306,1.0,1
XY-FZQ,307,4.0,2
XY-FZQ,308,4.0,1
XY-FZQ,309,6.0,2
XY-FZQ,310,2.0,1
XY-FZQ,311,12.0,4
XY-FZQ,312,1.0,1
XY-FZQ,314,6.0,2
XY-FZQ,315,3.0,1
XY-FZQ,317,1.0,1
XY-FZQ,318,4.0,1
XY-FZQ,319,5.0,1
XY-FZQ,320,6.0,4
XY-FZQ,321,1.0,1
XY-FZQ,323,3.0,2
XY-FZQ,324,3.0,1
XY-FZQ,325,2.0,2
XY-FZQ,326,2.0,1
XY-FZQ,327,4.0,1
XY-FZQ,328,1.0,1
XY-FZQ,329,4.0,2
XY-FZQ,330,10.0,2
XY-FZQ,332,6.0,2
XY-FZQ,333,1.0,1
XY-FZQ,334,1.0,1
XY-FZQ,335,6.0,3
XY-FZQ,336,3.0,1
XY-FZQ,337,1.0,1
XY-FZQ,339,4.0,1
XY-FZQ,340,6.0,2
XY-FZQ,341,4.0,1
XY-FZQ,342,3.0,1
XY-FZQ,343,6.0,2
XY-FZQ,344,2.0,2
XY-FZQ,347,6.0,4
XY-FZQ,348,5.0,1
XY-FZQ,349,1.0,1
XY-FZQ,350,2.0,1
XY-FZQ,351,9.0,2
XY-FZQ,353,3.0,3
XY-FZQ,354,5.0,2
XY-FZQ,355,4.0,1
XY-FZQ,356,4.0,1
XY-FZQ,357,1.0,1
XY-FZQ,358,3.0,1
XY-FZQ,359,7.0,3
XY-FZQ,360,2.0,2
XY-FZQ,361,10.0,3
XY-FZQ,362,2.0,1
XY-FZQ,363,3.0,1
XY-FZQ,364,5.0,1
XY-FZS,1,6.0,3
XY-FZS,2,3.0,1
XY-FZS,3,5.0,2
XY-FZS,4,3.0,2
XY-FZS,5,12.0,3
XY-FZS,6,5.0,2
XY-FZS,8,3.0,2
XY-FZS,9,2.0,1
XY-FZS,10,4.0,1
XY-FZS,11,3.0,2
XY-FZS,12,3.0,2
XY-FZS,13,1.0,1
XY-FZS,14,2.0,2
XY-FZS,15,4.0,2
XY-FZS,16,1.0,1
XY-FZS,17,1.0,1
XY-FZS,18,2.0,1
XY-FZS,19,4.0,2
XY-FZS,21,2.0,1
XY-FZS,22,4.0,1
XY-FZS,23,3.0,3
XY-FZS,24,4.0,1
XY-FZS,25,3.0,2
XY-FZS,26,5.0,1
XY-FZS,27,5.0,1
XY-FZS,28,3.0,2
XY-FZS,29,7.0,4
XY-FZS,31,1.0,1
XY-FZS,32,8.0,3
XY-FZS,34,1.0,1
XY-FZS,35,8.0,3
XY-FZS,36,3.0,1
XY-FZS,37,5.0,1
XY-FZS,38,2.0,1
XY-FZS,39,3.0,1
XY-FZS,41,5.0,3
XY-FZS,43,1.0,1
XY-FZS,44,3.0,3
XY-FZS,45,11.0,3
XY-FZS,46,5.0,2
XY-FZS,47,5.0,2
XY-FZS,48,5.0,2
XY-FZS,49,9.0,3
XY-FZS,50,2.0,1
XY-FZS,51,3.0,1
XY-FZS,52,4.0,1
XY-FZS,53,1.0,1
XY-FZS,54,3.0,3
XY-FZS,55,7.0,4
XY-FZS,56,3.0,1
XY-FZS,57,1.0,1
XY-FZS,58,2.0,1
XY-FZS,59,1.0,1
XY-FZS,60,7.0,3
XY-FZS,61,1.0,1
XY-FZS,62,10.0,2
XY-FZS,64,1.0,1
XY-FZS,66,12.0,3
XY-FZS,67,4.0,1
XY-FZS,68,1.0,1
XY-FZS,69,5.0,1
XY-FZS,70,5.0,2
XY-FZS,71,10.0,3
XY-FZS,72,1.0,1
XY-FZS,73,7.0,3
XY-FZS,75,2.0,1
XY-FZS,76,4.0,1
XY-FZS,77,4.0,1
XY-FZS,78,2.0,1
XY-FZS,79,4.0,1
XY-FZS,80,2.0,2
XY-FZS,81,5.0,1
XY-FZS,82,1.0,1
XY-FZS,83,3.0,2
XY-FZS,84,5.0,2
XY-FZS,85,1.0,1
XY-FZS,86,3.0,3
XY-FZS,87,4.0,1
XY-FZS,88,5.0,1
XY-FZS,90,9.0,2
XY-FZS,91,5.0,1
XY-FZS,92,7.0,2
XY-FZS,94,8.0,2
XY-FZS,95,9.0,3
XY-FZS,96,4.0,1
XY-FZS,97,5.0,2
XY-FZS,98,5.0,2
XY-FZS,99,4.0,2
XY-FZS,100,3.0,1
XY-FZS,101,5.0,1
XY-FZS,102,2.0,1
XY-FZS,103,4.0,3
XY-FZS,104,4.0,1
XY-FZS,105,7.0,3
XY-FZS,106,9.0,3
XY-FZS,108,5.0,2
XY-FZS,109,3.0,2
XY-FZS,110,6.0,2
XY-FZS,112,9.0,4
XY-FZS,113,1.0,1
XY-FZS,114,6.0,3
XY-FZS,116,1.0,1
XY-FZS,117,2.0,1
XY-FZS,118,4.0,1
XY-FZS,119,7.0,2
XY-FZS,121,3.0,2
XY-FZS,122,6.0,2
XY-FZS,124,1.0,1
XY-FZS,125,2.0,2
XY-FZS,127,3.0,1
XY-FZS,128,7.0,2
XY-FZS,129,1.0,1
XY-FZS,130,1.0,1
XY-FZS,131,1.0,1
XY-FZS,132,3.0,2
XY-FZS,133,4.0,1
XY-FZS,135,3.0,2
XY-FZS,136,6.0,2
XY-FZS,137,2.0,1
XY-FZS,138,1.0,1
XY-FZS,140,3.0,1
XY-FZS,141,2.0,1
XY-FZS,142,2.0,2
XY-FZS,143,6.0,2
XY-FZS,144,2.0,1
XY-FZS,145,1.0,1
XY-FZS,146,5.0,1
XY-FZS,148,2.0,1
XY-FZS,149,1.0,1
XY-FZS,150,2.0,2
XY-FZS,151,5.0,2
XY-FZS,152,1.0,1
XY-FZS,153,2.0,1
XY-FZS,154,2.0,1
XY-FZS,155,9.0,3
XY-FZS,157,8.0,2
XY-FZS,158,5.0,2
XY-FZS,160,1.0,1
XY-FZS,161,3.0,2
XY-FZS,162,8.0,2
XY-FZS,163,1.0,1
XY-FZS,164,1.0,1
XY-FZS,165,1.0,1
XY-FZS,166,1.0,1
XY-FZS,167,6.0,3
XY-FZS,168,2.0,1
XY-FZS,169,1.0,1
XY-FZS,170,7.0,2
XY-FZS,171,7.0,2
XY-FZS,172,9.0,2
XY-FZS,173,11.0,4
XY-FZS,175,1.0,1
XY-FZS,177,4.0,1
XY-FZS,178,1.0,1
XY-FZS,179,6.0,2
XY-FZS,180,5.0,1
XY-FZS,181,2.0,1
XY-FZS,183,7.0,2
XY-FZS,185,6.0,2
XY-FZS,186,3.0,2
XY-FZS,187,5.0,1
XY-FZS,188,3.0,2
XY-FZS,190,4.0,1
XY-FZS,192,1.0,1
XY-FZS,193,5.0,1
XY-FZS,194,1.0,1
XY-FZS,196,2.0,1
XY-FZS,200,6.0,2
XY-FZS,201,5.0,1
XY-FZS,202,5.0,1
XY-FZS,203,6.0,2
XY-FZS,205,1.0,1
XY-FZS,206,6.0,2
XY-FZS,207,5.0,2
XY-FZS,208,4.0,1
XY-FZS,210,5.0,2
XY-FZS,211,2.0,1
XY-FZS,212,2.0,2
XY-FZS,215,10.0,3
XY-FZS,218,1.0,1
XY-FZS,219,2.0,1
XY-FZS,220,6.0,2
XY-FZS,221,9.0,3
XY-FZS,222,9.0,3
XY-FZS,223,5.0,1
XY-FZS,224,1.0,1
XY-FZS,225,1.0,1
XY-FZS,226,1.0,1
XY-FZS,227,2.0,2
XY-FZS,228,1.0,1
XY-FZS,229,4.0,1
XY-FZS,231,4.0,2
XY-FZS,232,3.0,3
XY-FZS,233,3.0,2
XY-FZS,234,2.0,2
XY-FZS,235,2.0,2
XY-FZS,236,5.0,2
XY-FZS,239,1.0,1
XY-FZS,240,5.0,1
XY-FZS,241,7.0,3
XY-FZS,242,5.0,3
XY-FZS,243,3.0,2
XY-FZS,244,5.0,2
XY-FZS,245,2.0,1
XY-FZS,247,3.0,2
XY-FZS,248,5.0,1
XY-FZS,249,6.0,2
XY-FZS,250,2.0,1
XY-FZS,251,1.0,1
XY-FZS,252,7.0,2
XY-FZS,253,4.0,1
XY-FZS,254,1.0,1
XY-FZS,255,1.0,1
XY-FZS,256,8.0,3
XY-FZS,257,4.0,2
XY-FZS,258,4.0,1
XY-FZS,259,1.0,1
XY-FZS,260,4.0,1
XY-FZS,262,3.0,1
XY-FZS,264,6.0,2
XY-FZS,265,1.0,1
XY-FZS,267,4.0,1
XY-FZS,268,2.0,1
XY-FZS,269,6.0,2
XY-FZS,270,2.0,1
XY-FZS,272,4.0,2
XY-FZS,273,3.0,2
XY-FZS,275,5.0,2
XY-FZS,276,4.0,2
XY-FZS,277,5.0,2
XY-FZS,279,8.0,2
XY-FZS,280,2.0,2
XY-FZS,282,5.0,2
XY-FZS,284,6.0,2
XY-FZS,285,4.0,1
XY-FZS,286,4.0,2
XY-FZS,287,2.0,1
XY-FZS,288,6.0,2
XY-FZS,289,8.0,2
XY-FZS,290,4.0,1
XY-FZS,291,7.0,2
XY-FZS,292,6.0,2
XY-FZS,293,4.0,1
XY-FZS,294,1.0,1
XY-FZS,295,2.0,2
XY-FZS,296,1.0,1
XY-FZS,297,6.0,2
XY-FZS,298,3.0,2
XY-FZS,300,1.0,1
XY-FZS,301,1.0,1
XY-FZS,302,3.0,1
XY-FZS,303,10.0,4
XY-FZS,304,4.0,2
XY-FZS,305,3.0,2
XY-FZS,306,3.0,2
XY-FZS,307,1.0,1
XY-FZS,308,4.0,1
XY-FZS,309,1.0,1
XY-FZS,310,7.0,3
XY-FZS,311,2.0,1
XY-FZS,312,2.0,1
XY-FZS,313,5.0,1
XY-FZS,314,2.0,1
XY-FZS,315,2.0,1
XY-FZS,317,3.0,1
XY-FZS,318,7.0,3
XY-FZS,319,3.0,2
XY-FZS,320,6.0,2
XY-FZS,322,1.0,1
XY-FZS,323,5.0,3
XY-FZS,324,8.0,3
XY-FZS,326,6.0,2
XY-FZS,327,6.0,3
XY-FZS,328,2.0,1
XY-FZS,329,1.0,1
XY-FZS,331,2.0,1
XY-FZS,332,5.0,2
XY-FZS,334,2.0,2
XY-FZS,341,4.0,2
XY-FZS,343,6.0,4
XY-FZS,344,4.0,1
XY-FZS,345,7.0,3
XY-FZS,346,2.0,1
XY-FZS,347,6.0,2
XY-FZS,348,4.0,2
XY-FZS,349,3.0,1
XY-FZS,350,3.0,1
XY-FZS,351,3.0,1
XY-FZS,352,6.0,2
XY-FZS,353,6.0,2
XY-FZS,354,3.0,2
XY-FZS,355,3.0,1
XY-FZS,356,9.0,3
XY-FZS,358,6.0,2
XY-FZS,359,3.0,2
XY-FZS,360,6.0,3
XY-FZS,361,3.0,3
XY-FZS,363,6.0,2
XY-FZS,364,4.0,2
XY-GJC,2,2.0,2
XY-GJC,3,4.0,2
XY-GJC,4,6.0,2
XY-GJC,5,2.0,2
XY-GJC,8,4.0,2
XY-GJC,9,1.0,1
XY-GJC,10,9.0,3
XY-GJC,11,5.0,1
XY-GJC,12,4.0,1
XY-GJC,14,9.0,3
XY-GJC,15,5.0,2
XY-GJC,16,5.0,3
XY-GJC,17,7.0,2
XY-GJC,18,1.0,1
XY-GJC,19,5.0,2
XY-GJC,20,4.0,2
XY-GJC,21,3.0,1
XY-GJC,24,5.0,1
XY-GJC,25,6.0,2
XY-GJC,26,9.0,2
XY-GJC,27,2.0,1
XY-GJC,28,1.0,1
XY-GJC,29,4.0,1
XY-GJC,30,12.0,3
XY-GJC,31,4.0,1
XY-GJC,32,9.0,3
XY-GJC,33,4.0,2
XY-GJC,34,3.0,1
XY-GJC,35,8.0,2
XY-GJC,36,4.0,2
XY-GJC,37,2.0,2
XY-GJC,39,3.0,1
XY-GJC,40,3.0,1
XY-GJC,42,5.0,1
XY-GJC,43,4.0,1
XY-GJC,44,2.0,2
XY-GJC,45,3.0,2
XY-GJC,46,3.0,2
XY-GJC,47,5.0,1
XY-GJC,48,6.0,3
XY-GJC,50,1.0,1
XY-GJC,51,1.0,1
XY-GJC,52,4.0,2
XY-GJC,54,2.0,2
XY-GJC,55,2.0,2
XY-GJC,57,6.0,2
XY-GJC,58,4.0,1
XY-GJC,60,3.0,1
XY-GJC,61,3.0,1
XY-GJC,63,1.0,1
XY-GJC,64,7.0,4
XY-GJC,66,10.0,2
XY-GJC,67,3.0,1
XY-GJC,68,5.0,3
XY-GJC,70,7.0,2
XY-GJC,71,3.0,1
XY-GJC,72,10.0,3
XY-GJC,73,3.0,1
XY-GJC,74,1.0,1
XY-GJC,75,12.0,3
XY-GJC,76,4.0,2
XY-GJC,77,4.0,2
XY-GJC,78,5.0,1
XY-GJC,79,2.0,1
XY-GJC,80,3.0,1
XY-GJC,82,2.0,2
XY-GJC,84,2.0,2
XY-GJC,85,6.0,2
XY-GJC,88,4.0,2
XY-GJC,89,8.0,2
XY-GJC,90,2.0,1
XY-GJC,91,7.0,3
XY-GJC,92,5.0,3
XY-GJC,93,2.0,1
XY-GJC,94,1.0,1
XY-GJC,95,6.0,2
XY-GJC,96,8.0,3
XY-GJC,97,8.0,2
XY-GJC,98,6.0,2
XY-GJC,99,6.0,2
XY-GJC,100,8.0,2
XY-GJC,101,3.0,1
XY-GJC,104,1.0,1
XY-GJC,105,9.0,4
XY-GJC,107,4.0,3
XY-GJC,108,1.0,1
XY-GJC,109,3.0,1
XY-GJC,110,5.0,2
XY-GJC,112,11.0,3
XY-GJC,113,5.0,1
XY-GJC,115,4.0,2
XY-GJC,116,7.0,2
XY-GJC,117,9.0,2
XY-GJC,118,7.0,2
XY-GJC,119,5.0,3
XY-GJC,120,6.0,2
XY-GJC,122,1.0,1
XY-GJC,123,4.0,1
XY-GJC,124,2.0,2
XY-GJC,125,5.0,2
XY-GJC,126,6.0,3
XY-GJC,128,3.0,2
XY-GJC,129,4.0,2
XY-GJC,130,5.0,1
XY-GJC,131,5.0,2
XY-GJC,133,5.0,1
XY-GJC,134,6.0,3
XY-GJC,135,8.0,2
XY-GJC,136,1.0,1
XY-GJC,137,8.0,4
XY-GJC,138,7.0,3
XY-GJC,139,1.0,1
XY-GJC,140,2.0,2
XY-GJC,142,3.0,2
XY-GJC,143,11.0,4
XY-GJC,144,4.0,1
XY-GJC,146,3.0,2
XY-GJC,147,1.0,1
XY-GJC,149,7.0,3
XY-GJC,150,6.0,2
XY-GJC,151,3.0,2
XY-GJC,152,1.0,1
XY-GJC,153,2.0,2
XY-GJC,154,9.0,4
XY-GJC,155,1.0,1
XY-GJC,156,9.0,4
XY-GJC,159,1.0,1
XY-GJC,160,1.0,1
XY-GJC,161,5.0,3
XY-GJC,162,9.0,4
XY-GJC,164,13.0,3
XY-GJC,165,3.0,2
XY-GJC,166,5.0,1
XY-GJC,168,5.0,1
XY-GJC,169,5.0,1
XY-GJC,170,11.0,3
XY-GJC,171,1.0,1
XY-GJC,172,5.0,1
XY-GJC,173,7.0,3
XY-GJC,174,1.0,1
XY-GJC,175,8.0,2
XY-GJC,176,11.0,3
XY-GJC,177,6.0,2
XY-GJC,178,4.0,1
XY-GJC,179,8.0,2
XY-GJC,181,1.0,1
XY-GJC,182,1.0,1
XY-GJC,184,1.0,1
XY-GJC,185,3.0,1
XY-GJC,187,4.0,1
XY-GJC,188,5.0,1
XY-GJC,189,7.0,2
XY-GJC,190,8.0,2
XY-GJC,191,1.0,1
XY-GJC,192,3.0,2
XY-GJC,193,2.0,2
XY-GJC,194,8.0,5
XY-GJC,195,1.0,1
XY-GJC,196,3.0,1
XY-GJC,197,2.0,2
XY-GJC,198,1.0,1
XY-GJC,199,6.0,2
XY-GJC,200,4.0,1
XY-GJC,201,6.0,2
XY-GJC,202,3.0,3
XY-GJC,203,1.0,1
XY-GJC,204,6.0,2
XY-GJC,208,2.0,1
XY-GJC,209,9.0,2
XY-GJC,212,1.0,1
XY-GJC,214,1.0,1
XY-GJC,216,9.0,3
XY-GJC,218,5.0,1
XY-GJC,219,2.0,1
XY-GJC,220,8.0,2
XY-GJC,221,4.0,1
XY-GJC,222,5.0,2
XY-GJC,223,5.0,1
XY-GJC,224,7.0,2
XY-GJC,226,1.0,1
XY-GJC,227,2.0,1
XY-GJC,228,7.0,2
XY-GJC,230,6.0,2
XY-GJC,231,5.0,1
XY-GJC,233,4.0,2
XY-GJC,234,3.0,1
XY-GJC,235,7.0,3
XY-GJC,238,4.0,1
XY-GJC,240,2.0,1
XY-GJC,241,1.0,1
XY-GJC,242,1.0,1
XY-GJC,243,2.0,1
XY-GJC,244,14.0,5
XY-GJC,246,4.0,2
XY-GJC,247,2.0,1
XY-GJC,248,3.0,1
XY-GJC,250,6.0,2
XY-GJC,251,10.0,2
XY-GJC,254,2.0,2
XY-GJC,256,1.0,1
XY-GJC,257,4.0,1
XY-GJC,258,1.0,1
XY-GJC,260,3.0,2
XY-GJC,261,1.0,1
XY-GJC,264,3.0,1
XY-GJC,265,2.0,2
XY-GJC,266,4.0,1
XY-GJC,267,2.0,2
XY-GJC,268,1.0,1
XY-GJC,271,1.0,1
XY-GJC,272,6.0,2
XY-GJC,274,2.0,2
XY-GJC,275,3.0,2
XY-GJC,277,1.0,1
XY-GJC,278,2.0,2
XY-GJC,279,1.0,1
XY-GJC,280,4.0,3
XY-GJC,281,1.0,1
XY-GJC,282,1.0,1
XY-GJC,283,1.0,1
XY-GJC,284,1.0,1
XY-GJC,285,6.0,3
XY-GJC,287,2.0,1
XY-GJC,288,1.0,1
XY-GJC,289,1.0,1
XY-GJC,291,1.0,1
XY-GJC,292,5.0,2
XY-GJC,293,2.0,2
XY-GJC,297,1.0,1
XY-GJC,298,3.0,2
XY-GJC,299,3.0,1
XY-GJC,301,10.0,3
XY-GJC,302,3.0,1
XY-GJC,303,3.0,1
XY-GJC,304,4.0,2
XY-GJC,305,11.0,4
XY-GJC,307,2.0,1
XY-GJC,308,5.0,1
XY-GJC,310,1.0,1
XY-GJC,311,7.0,3
XY-GJC,312,2.0,1
XY-GJC,313,3.0,1
XY-GJC,314,1.0,1
XY-GJC,315,2.0,1
XY-GJC,316,4.0,2
XY-GJC,317,6.0,2
XY-GJC,318,4.0,2
XY-GJC,319,1.0,1
XY-GJC,320,3.0,3
XY-GJC,321,9.0,3
XY-GJC,322,3.0,3
XY-GJC,323,8.0,3
XY-GJC,327,2.0,1
XY-GJC,328,5.0,3
XY-GJC,329,5.0,1
XY-GJC,330,5.0,2
XY-GJC,331,8.0,3
XY-GJC,332,4.0,1
XY-GJC,333,7.0,2
XY-GJC,334,5.0,2
XY-GJC,336,5.0,3
XY-GJC,337,5.0,2
XY-GJC,338,2.0,2
XY-GJC,341,3.0,2
XY-GJC,342,2.0,1
XY-GJC,343,4.0,1
XY-GJC,344,4.0,2
XY-GJC,345,8.0,2
XY-GJC,346,4.0,2
XY-GJC,348,4.0,1
XY-GJC,349,5.0,1
XY-GJC,350,4.0,2
XY-GJC,351,2.0,2
XY-GJC,352,5.0,2
XY-GJC,353,5.0,3
XY-GJC,354,3.0,1
XY-GJC,355,5.0,1
XY-GJC,356,4.0,2
XY-GJC,357,2.0,2
XY-GJC,358,3.0,2
XY-GJC,359,10.0,2
XY-GJC,360,1.0,1
XY-GJC,361,5.0,1
XY-GJC,363,2.0,1
XY-GJC,364,4.0,2
XY-GKC,2,2.0,1
XY-GKC,3,6.0,4
XY-GKC,4,4.0,1
XY-GKC,6,10.0,3
XY-GKC,7,4.0,1
XY-GKC,8,7.0,3
XY-GKC,9,5.0,1
XY-GKC,11,4.0,2
XY-GKC,13,1.0,1
XY-GKC,14,1.0,1
XY-GKC,15,4.0,1
XY-GKC,16,1.0,1
XY-GKC,19,1.0,1
XY-GKC,20,2.0,1
XY-GKC,21,7.0,2
XY-GKC,22,4.0,1
XY-GKC,23,3.0,2
XY-GKC,24,4.0,1
XY-GKC,26,1.0,1
XY-GKC,27,2.0,1
XY-GKC,28,6.0,2
XY-GKC,29,11.0,3
XY-GKC,31,4.0,2
XY-GKC,32,2.0,1
XY-GKC,33,2.0,2
XY-GKC,34,3.0,1
XY-GKC,35,1.0,1
XY-GKC,36,4.0,1
XY-GKC,37,2.0,1
XY-GKC,38,1.0,1
XY-GKC,39,3.0,2
XY-GKC,40,2.0,1
XY-GKC,41,3.0,2
XY-GKC,43,1.0,1
XY-GKC,44,7.0,2
XY-GKC,45,4.0,3
XY-GKC,46,5.0,2
XY-GKC,47,5.0,2
XY-GKC,48,3.0,1
XY-GKC,50,6.0,2
XY-GKC,53,6.0,2
XY-GKC,55,1.0,1
XY-GKC,56,1.0,1
XY-GKC,57,9.0,3
XY-GKC,58,1.0,1
XY-GKC,59,2.0,1
XY-GKC,61,2.0,2
XY-GKC,62,6.0,2
XY-GKC,64,3.0,1
XY-GKC,65,3.0,1
XY-GKC,67,6.0,2
XY-GKC,68,7.0,2
XY-GKC,69,5.0,1
XY-GKC,70,2.0,2
XY-GKC,72,2.0,1
XY-GKC,73,4.0,1
XY-GKC,74,7.0,2
XY-GKC,75,1.0,1
XY-GKC,76,3.0,2
XY-GKC,77,4.0,2
XY-GKC,78,3.0,1
XY-GKC,79,3.0,2
XY-GKC,80,1.0,1
XY-GKC,82,5.0,2
XY-GKC,84,3.0,1
XY-GKC,86,4.0,2
XY-GKC,87,5.0,2
XY-GKC,88,5.0,3
XY-GKC,89,6.0,2
XY-GKC,90,1.0,1
XY-GKC,92,2.0,2
XY-GKC,93,7.0,3
XY-GKC,94,2.0,2
